num_passengers,trip_type,purchase_lead,length_of_stay,departure_time,flight_day,flight_duration,long_haul,extra_bags,in_flight_meals,preferred_seats
1,RoundTrip,5,30,6:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,1,24,7:00,Fri,4.75,"short to medium haul",yes,yes,yes
1,RoundTrip,1,38,8:00,Wed,4.75,"short to medium haul",no,no,no
1,RoundTrip,14,28,3:00,Tue,4.75,"short to medium haul",yes,no,no
1,RoundTrip,33,31,5:00,Thu,4.75,"short to medium haul",yes,no,no
2,RoundTrip,39,63,5:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,76,63,3:00,Wed,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,47,60,2:00,Sun,4.75,"short to medium haul",yes,no,no
1,RoundTrip,21,91,3:00,Sat,4.75,"short to medium haul",yes,no,no
1,RoundTrip,63,53,2:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,11,77,4:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,13,268,2:00,Thu,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,1,58,9:00,Tue,4.75,"short to medium haul",no,no,no
1,RoundTrip,44,31,2:00,Wed,4.75,"short to medium haul",yes,no,no
2,RoundTrip,26,60,9:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,9,93,15:00,Mon,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,1,81,9:00,Tue,4.75,"short to medium haul",no,no,no
2,RoundTrip,26,92,4:00,Sat,4.75,"short to medium haul",yes,no,no
2,RoundTrip,21,59,1:00,Fri,4.75,"short to medium haul",yes,no,no
3,RoundTrip,53,69,13:00,Mon,4.75,"short to medium haul",yes,yes,no
3,RoundTrip,21,29,6:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,8,32,9:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,124,59,6:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,0,54,9:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,147,35,8:00,Fri,4.75,"short to medium haul",no,no,no
1,RoundTrip,2,85,3:00,Tue,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,67,30,4:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,32,34,5:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,4,36,14:00,Thu,4.75,"short to medium haul",yes,yes,yes
1,RoundTrip,47,59,7:00,Sat,4.75,"short to medium haul",yes,no,no
1,RoundTrip,34,49,2:00,Mon,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,6,129,3:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,16,67,10:00,Mon,4.75,"short to medium haul",yes,no,no
2,RoundTrip,40,62,2:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,54,41,8:00,Wed,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,12,28,12:00,Thu,4.75,"short to medium haul",no,no,no
1,RoundTrip,4,62,8:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,48,83,7:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,32,53,10:00,Mon,4.75,"short to medium haul",yes,no,no
2,RoundTrip,27,68,1:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,3,36,7:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,62,163,15:00,Tue,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,8,21,4:00,Sun,4.75,"short to medium haul",yes,no,no
1,RoundTrip,20,98,4:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,3,33,7:00,Sat,4.75,"short to medium haul",yes,no,no
1,RoundTrip,127,51,7:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,163,93,6:00,Wed,4.75,"short to medium haul",yes,no,yes
1,RoundTrip,23,152,14:00,Tue,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,10,31,4:00,Sat,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,2,61,9:00,Thu,4.75,"short to medium haul",no,no,no
1,RoundTrip,13,61,7:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,1,30,1:00,Thu,4.75,"short to medium haul",no,no,no
2,RoundTrip,46,93,6:00,Mon,4.75,"short to medium haul",yes,no,no
2,RoundTrip,31,85,11:00,Sun,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,40,85,5:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,8,42,1:00,Tue,4.75,"short to medium haul",yes,no,no
1,RoundTrip,7,30,7:00,Fri,4.75,"short to medium haul",yes,no,no
2,RoundTrip,6,49,4:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,130,22,11:00,Mon,4.75,"short to medium haul",yes,no,no
2,RoundTrip,91,35,3:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,64,62,9:00,Thu,4.75,"short to medium haul",yes,no,no
2,RoundTrip,28,44,1:00,Tue,4.75,"short to medium haul",yes,no,no
1,RoundTrip,13,28,7:00,Sat,4.75,"short to medium haul",yes,no,no
1,RoundTrip,35,56,7:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,4,50,4:00,Sat,4.75,"short to medium haul",yes,no,no
1,RoundTrip,38,92,7:00,Wed,4.75,"short to medium haul",yes,no,yes
1,RoundTrip,16,62,2:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,46,70,2:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,24,29,5:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,150,62,7:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,4,55,7:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,1,93,4:00,Wed,4.75,"short to medium haul",no,no,no
1,RoundTrip,9,61,1:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,4,63,10:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,15,37,7:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,9,28,15:00,Sun,4.75,"short to medium haul",yes,no,no
1,RoundTrip,61,59,3:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,10,64,10:00,Thu,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,7,57,1:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,2,62,9:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,15,90,2:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,20,88,22:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,15,30,7:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,16,31,5:00,Tue,4.75,"short to medium haul",yes,no,no
3,RoundTrip,18,66,9:00,Thu,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,0,190,7:00,Tue,4.75,"short to medium haul",yes,no,no
1,RoundTrip,26,75,3:00,Wed,4.75,"short to medium haul",yes,no,no
2,RoundTrip,32,28,0:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,19,62,0:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,31,31,4:00,Tue,4.75,"short to medium haul",yes,no,no
2,RoundTrip,7,89,3:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,12,55,13:00,Sun,4.75,"short to medium haul",yes,no,no
1,RoundTrip,2,61,7:00,Thu,4.75,"short to medium haul",yes,yes,yes
1,RoundTrip,1,38,9:00,Wed,4.75,"short to medium haul",no,no,no
1,RoundTrip,11,59,7:00,Fri,4.75,"short to medium haul",no,no,no
1,RoundTrip,2,61,4:00,Tue,4.75,"short to medium haul",no,no,no
1,RoundTrip,29,18,5:00,Tue,4.75,"short to medium haul",yes,no,no
1,RoundTrip,8,44,10:00,Mon,4.75,"short to medium haul",yes,no,no
2,RoundTrip,21,46,12:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,12,60,3:00,Wed,4.75,"short to medium haul",yes,yes,no
3,RoundTrip,17,90,10:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,39,92,6:00,Wed,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,7,38,9:00,Fri,4.75,"short to medium haul",yes,no,no
2,RoundTrip,5,76,10:00,Fri,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,5,44,8:00,Thu,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,9,70,8:00,Sat,4.75,"short to medium haul",no,no,no
1,RoundTrip,20,59,7:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,9,88,17:00,Wed,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,7,77,1:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,29,60,8:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,3,25,7:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,10,92,1:00,Fri,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,3,45,10:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,19,57,10:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,19,51,6:00,Wed,4.75,"short to medium haul",yes,no,no
2,RoundTrip,25,61,2:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,15,68,13:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,32,48,2:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,13,31,0:00,Tue,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,81,31,10:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,12,91,4:00,Fri,4.75,"short to medium haul",yes,yes,no
3,RoundTrip,9,59,8:00,Tue,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,4,62,7:00,Thu,4.75,"short to medium haul",yes,no,no
3,RoundTrip,20,59,4:00,Fri,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,1,32,13:00,Wed,4.75,"short to medium haul",no,no,no
1,RoundTrip,42,74,8:00,Wed,4.75,"short to medium haul",yes,no,yes
1,RoundTrip,51,22,8:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,36,125,10:00,Tue,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,0,56,8:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,3,92,6:00,Tue,4.75,"short to medium haul",yes,no,no
2,RoundTrip,8,59,9:00,Fri,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,2,29,4:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,7,31,8:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,11,27,1:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,9,32,8:00,Fri,4.75,"short to medium haul",no,no,no
1,RoundTrip,17,64,12:00,Thu,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,24,47,7:00,Thu,4.75,"short to medium haul",yes,no,yes
2,RoundTrip,11,37,1:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,10,92,1:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,32,34,5:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,10,44,5:00,Fri,4.75,"short to medium haul",yes,no,no
2,RoundTrip,57,50,6:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,51,50,5:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,20,45,3:00,Sun,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,22,62,6:00,Sun,4.75,"short to medium haul",yes,no,no
1,RoundTrip,97,62,10:00,Tue,4.75,"short to medium haul",yes,no,no
2,RoundTrip,34,85,6:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,26,62,4:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,73,74,11:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,7,58,16:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,13,44,5:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,11,48,13:00,Tue,4.75,"short to medium haul",no,no,no
2,RoundTrip,28,59,9:00,Tue,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,10,33,9:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,16,49,9:00,Wed,4.75,"short to medium haul",yes,yes,yes
1,RoundTrip,20,53,10:00,Wed,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,6,60,1:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,9,61,7:00,Sat,4.75,"short to medium haul",yes,no,no
1,RoundTrip,9,38,9:00,Tue,4.75,"short to medium haul",yes,no,no
1,RoundTrip,29,60,14:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,11,57,11:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,10,90,8:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,63,32,3:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,138,45,10:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,7,32,8:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,11,63,6:00,Fri,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,3,31,10:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,16,62,7:00,Tue,4.75,"short to medium haul",yes,no,no
1,RoundTrip,2,31,10:00,Tue,4.75,"short to medium haul",yes,no,no
1,RoundTrip,14,126,0:00,Mon,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,10,52,10:00,Fri,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,19,61,3:00,Thu,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,4,90,6:00,Wed,4.75,"short to medium haul",yes,no,no
2,RoundTrip,19,44,7:00,Sat,4.75,"short to medium haul",yes,no,no
1,RoundTrip,12,78,12:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,5,91,2:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,1,19,1:00,Tue,4.75,"short to medium haul",no,no,no
2,RoundTrip,14,23,7:00,Wed,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,36,62,2:00,Tue,4.75,"short to medium haul",yes,no,no
1,RoundTrip,6,24,9:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,25,63,8:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,17,63,12:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,17,31,4:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,97,122,14:00,Sun,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,21,59,2:00,Tue,4.75,"short to medium haul",yes,no,no
1,RoundTrip,7,29,3:00,Thu,4.75,"short to medium haul",no,yes,no
1,RoundTrip,32,31,6:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,23,60,8:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,21,90,2:00,Tue,4.75,"short to medium haul",yes,no,no
1,RoundTrip,59,18,1:00,Mon,5.62,"short to medium haul",no,no,no
1,RoundTrip,44,59,10:00,Thu,5.62,"short to medium haul",yes,no,no
1,RoundTrip,66,77,11:00,Thu,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,22,50,3:00,Tue,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,77,34,1:00,Sat,5.62,"short to medium haul",yes,no,no
2,RoundTrip,130,21,14:00,Tue,5.62,"short to medium haul",yes,no,yes
1,RoundTrip,266,109,1:00,Sun,5.62,"short to medium haul",yes,no,no
4,RoundTrip,44,20,1:00,Sat,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,11,26,9:00,Fri,5.62,"short to medium haul",no,yes,no
1,RoundTrip,75,18,0:00,Mon,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,22,22,6:00,Sat,5.62,"short to medium haul",yes,yes,no
2,RoundTrip,51,18,5:00,Fri,5.62,"short to medium haul",no,yes,no
1,RoundTrip,241,17,7:00,Mon,5.62,"short to medium haul",yes,no,no
1,RoundTrip,31,38,11:00,Mon,5.62,"short to medium haul",yes,no,no
1,RoundTrip,142,25,10:00,Thu,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,51,25,1:00,Sat,5.62,"short to medium haul",yes,no,yes
1,RoundTrip,15,24,9:00,Wed,5.62,"short to medium haul",yes,no,no
1,RoundTrip,74,17,2:00,Sun,5.62,"short to medium haul",yes,yes,yes
2,RoundTrip,59,17,14:00,Fri,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,84,42,12:00,Thu,5.62,"short to medium haul",yes,yes,no
1,OneWay,16,46,8:00,Thu,5.62,"short to medium haul",yes,no,no
2,RoundTrip,20,159,12:00,Tue,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,39,36,6:00,Mon,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,71,19,7:00,Wed,5.62,"short to medium haul",no,no,no
1,RoundTrip,25,19,6:00,Tue,5.62,"short to medium haul",yes,no,no
2,RoundTrip,106,37,8:00,Tue,5.62,"short to medium haul",yes,yes,yes
2,RoundTrip,148,20,9:00,Fri,5.62,"short to medium haul",yes,yes,no
2,RoundTrip,11,87,6:00,Sun,5.62,"short to medium haul",yes,no,no
1,RoundTrip,66,21,2:00,Thu,5.62,"short to medium haul",yes,no,no
2,RoundTrip,393,17,0:00,Fri,5.62,"short to medium haul",yes,no,no
1,RoundTrip,51,19,5:00,Fri,5.62,"short to medium haul",yes,no,no
1,RoundTrip,14,206,6:00,Wed,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,16,18,12:00,Tue,5.62,"short to medium haul",yes,no,no
1,RoundTrip,9,179,2:00,Sun,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,132,21,13:00,Fri,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,27,22,1:00,Wed,5.62,"short to medium haul",yes,no,no
1,RoundTrip,142,25,6:00,Thu,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,3,123,5:00,Thu,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,301,25,13:00,Wed,4.75,"short to medium haul",yes,no,no
4,RoundTrip,82,26,14:00,Tue,4.75,"short to medium haul",yes,no,no
1,RoundTrip,99,22,16:00,Fri,4.75,"short to medium haul",no,no,no
1,RoundTrip,38,31,10:00,Fri,4.75,"short to medium haul",no,no,no
1,RoundTrip,29,18,4:00,Sun,4.75,"short to medium haul",yes,no,no
1,RoundTrip,21,17,8:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,274,24,16:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,18,148,7:00,Tue,4.75,"short to medium haul",yes,no,yes
2,RoundTrip,1,19,3:00,Mon,4.75,"short to medium haul",no,no,no
1,RoundTrip,3,28,1:00,Fri,4.75,"short to medium haul",yes,yes,yes
1,RoundTrip,75,45,13:00,Sun,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,1,1,12:00,Wed,4.75,"short to medium haul",no,no,no
2,RoundTrip,78,36,0:00,Tue,4.75,"short to medium haul",yes,yes,yes
1,RoundTrip,27,29,4:00,Sun,4.75,"short to medium haul",yes,yes,yes
1,RoundTrip,25,36,12:00,Sun,4.75,"short to medium haul",yes,yes,yes
1,RoundTrip,61,28,11:00,Wed,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,19,17,8:00,Thu,4.75,"short to medium haul",no,no,no
1,RoundTrip,93,21,10:00,Tue,4.75,"short to medium haul",no,no,no
1,RoundTrip,19,30,16:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,54,146,10:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,29,30,6:00,Sun,4.75,"short to medium haul",yes,yes,yes
2,RoundTrip,23,29,15:00,Fri,4.75,"short to medium haul",yes,no,yes
1,RoundTrip,6,28,3:00,Tue,4.75,"short to medium haul",yes,no,no
1,RoundTrip,158,18,22:00,Sat,4.75,"short to medium haul",no,yes,no
1,RoundTrip,4,37,17:00,Mon,4.75,"short to medium haul",no,no,no
1,RoundTrip,193,119,0:00,Wed,4.75,"short to medium haul",yes,yes,yes
1,RoundTrip,30,31,13:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,37,18,11:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,408,25,0:00,Mon,4.75,"short to medium haul",yes,no,no
1,OneWay,66,23,10:00,Tue,4.75,"short to medium haul",yes,no,no
1,RoundTrip,52,24,6:00,Tue,8.58,"long haul",yes,yes,no
1,RoundTrip,45,21,12:00,Tue,8.58,"long haul",yes,yes,yes
2,RoundTrip,108,27,5:00,Wed,8.58,"long haul",yes,no,no
1,RoundTrip,54,32,4:00,Wed,8.58,"long haul",yes,yes,no
1,RoundTrip,12,30,6:00,Thu,8.58,"long haul",yes,yes,no
2,RoundTrip,8,81,12:00,Sun,8.58,"long haul",yes,yes,yes
1,RoundTrip,17,27,8:00,Thu,8.58,"long haul",yes,yes,yes
2,RoundTrip,15,35,12:00,Thu,8.58,"long haul",yes,yes,yes
1,RoundTrip,12,27,1:00,Wed,8.58,"long haul",yes,no,no
1,RoundTrip,48,19,11:00,Fri,8.58,"long haul",no,yes,no
1,RoundTrip,57,22,1:00,Fri,8.58,"long haul",yes,yes,yes
1,OneWay,126,17,11:00,Sat,8.58,"long haul",yes,no,no
2,RoundTrip,91,17,4:00,Thu,8.58,"long haul",yes,yes,yes
1,RoundTrip,52,40,2:00,Sat,8.58,"long haul",yes,no,no
1,RoundTrip,61,20,6:00,Fri,8.58,"long haul",yes,yes,yes
1,RoundTrip,131,28,8:00,Sun,8.58,"long haul",yes,yes,yes
1,RoundTrip,70,19,11:00,Sun,8.58,"long haul",yes,yes,no
1,RoundTrip,39,43,10:00,Sat,8.58,"long haul",no,no,no
1,RoundTrip,85,29,10:00,Fri,8.58,"long haul",no,no,no
1,RoundTrip,252,44,22:00,Fri,8.58,"long haul",yes,no,no
1,RoundTrip,13,86,8:00,Wed,8.58,"long haul",yes,yes,no
1,RoundTrip,92,18,5:00,Sun,8.58,"long haul",yes,yes,no
1,RoundTrip,0,82,6:00,Fri,8.58,"long haul",yes,yes,no
2,RoundTrip,74,32,23:00,Thu,8.58,"long haul",yes,yes,no
2,RoundTrip,66,19,11:00,Mon,8.58,"long haul",yes,yes,no
1,RoundTrip,147,63,3:00,Wed,8.58,"long haul",yes,yes,no
1,RoundTrip,37,19,1:00,Tue,8.58,"long haul",no,yes,no
2,RoundTrip,34,28,0:00,Fri,8.58,"long haul",yes,yes,yes
1,RoundTrip,7,56,5:00,Thu,8.58,"long haul",no,yes,no
2,RoundTrip,27,20,9:00,Sun,8.58,"long haul",yes,yes,yes
1,RoundTrip,53,18,13:00,Mon,8.58,"long haul",yes,yes,no
1,RoundTrip,37,33,9:00,Thu,8.58,"long haul",yes,yes,yes
1,RoundTrip,11,88,17:00,Sun,8.58,"long haul",yes,yes,no
1,RoundTrip,65,19,13:00,Thu,8.58,"long haul",yes,no,no
1,RoundTrip,30,28,16:00,Tue,8.58,"long haul",yes,yes,yes
1,RoundTrip,13,321,3:00,Sun,8.58,"long haul",yes,no,no
1,RoundTrip,64,30,12:00,Tue,8.58,"long haul",yes,yes,yes
1,RoundTrip,238,25,9:00,Thu,8.58,"long haul",yes,yes,yes
1,RoundTrip,5,51,1:00,Fri,8.58,"long haul",yes,yes,yes
4,RoundTrip,8,25,12:00,Thu,8.58,"long haul",yes,no,no
2,RoundTrip,66,23,9:00,Sun,8.58,"long haul",yes,yes,no
1,OneWay,126,17,10:00,Sat,8.58,"long haul",yes,no,no
1,RoundTrip,59,22,8:00,Wed,8.58,"long haul",no,no,no
1,RoundTrip,9,89,10:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,33,72,15:00,Tue,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,16,90,8:00,Mon,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,34,57,8:00,Thu,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,18,59,2:00,Tue,4.75,"short to medium haul",yes,no,no
1,RoundTrip,17,91,1:00,Sun,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,26,62,2:00,Thu,4.75,"short to medium haul",yes,no,no
1,RoundTrip,16,60,8:00,Mon,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,87,28,3:00,Thu,4.75,"short to medium haul",yes,no,no
2,RoundTrip,81,19,15:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,143,21,8:00,Tue,4.75,"short to medium haul",yes,no,no
1,RoundTrip,218,25,2:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,34,31,13:00,Tue,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,3,18,6:00,Mon,4.75,"short to medium haul",yes,no,no
1,RoundTrip,22,24,5:00,Thu,4.75,"short to medium haul",no,no,no
1,RoundTrip,38,42,7:00,Fri,4.75,"short to medium haul",yes,no,no
1,RoundTrip,42,59,2:00,Mon,4.75,"short to medium haul",yes,yes,no
1,RoundTrip,3,20,7:00,Sun,4.75,"short to medium haul",no,no,no
1,RoundTrip,55,32,15:00,Tue,4.75,"short to medium haul",yes,no,no
1,RoundTrip,130,26,7:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,388,17,15:00,Mon,4.75,"short to medium haul",no,no,no
1,RoundTrip,40,24,10:00,Wed,4.75,"short to medium haul",yes,no,no
1,RoundTrip,10,64,7:00,Fri,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,34,38,2:00,Sat,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,161,18,19:00,Sun,5.62,"short to medium haul",yes,no,no
2,RoundTrip,26,18,2:00,Tue,5.62,"short to medium haul",yes,no,yes
1,RoundTrip,76,56,14:00,Mon,5.62,"short to medium haul",yes,no,yes
1,RoundTrip,101,124,16:00,Tue,5.62,"short to medium haul",yes,yes,no
2,RoundTrip,93,24,0:00,Mon,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,64,108,13:00,Mon,5.62,"short to medium haul",no,no,no
1,RoundTrip,164,30,1:00,Thu,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,21,52,2:00,Thu,5.62,"short to medium haul",yes,yes,yes
2,RoundTrip,138,34,10:00,Wed,8.83,"long haul",yes,yes,no
1,RoundTrip,42,21,12:00,Fri,8.83,"long haul",no,no,yes
1,RoundTrip,7,26,11:00,Sat,8.83,"long haul",yes,no,yes
1,RoundTrip,116,33,12:00,Tue,8.83,"long haul",yes,yes,yes
2,RoundTrip,58,24,12:00,Sat,8.83,"long haul",yes,no,yes
1,RoundTrip,11,74,19:00,Sat,8.83,"long haul",yes,yes,yes
1,RoundTrip,50,90,12:00,Wed,8.83,"long haul",yes,yes,no
1,RoundTrip,24,59,14:00,Fri,8.83,"long haul",yes,yes,yes
2,RoundTrip,30,26,3:00,Sun,8.83,"long haul",yes,no,no
2,RoundTrip,33,17,13:00,Wed,8.83,"long haul",no,no,no
1,RoundTrip,61,35,8:00,Sun,8.83,"long haul",yes,yes,no
1,RoundTrip,14,33,12:00,Thu,8.83,"long haul",yes,yes,yes
1,RoundTrip,67,40,5:00,Fri,8.83,"long haul",yes,yes,no
2,RoundTrip,17,28,8:00,Wed,8.83,"long haul",yes,yes,yes
2,RoundTrip,26,31,3:00,Fri,8.83,"long haul",yes,no,no
2,RoundTrip,184,113,12:00,Wed,8.83,"long haul",yes,yes,yes
1,RoundTrip,57,18,10:00,Tue,8.83,"long haul",yes,yes,yes
